run,frame_index,image,stamp_ns,t_rel_s,x,y,heading_deg,slope_label,slope_class,tilt_deg,grade_deg,grade_pct,cross_slope_deg,elevation_m,speed_mps,walking,posture,valid,kept_by_filter
20260920_033440,19,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000019.jpg,1789846482970309632,1.938,14.462,4.648,-55.9,flat,flat,1.53,-0.19,-0.3,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,20,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000020.jpg,1789846483165558272,2.133,14.462,4.648,-55.9,flat,flat,1.53,-0.19,-0.3,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,21,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000021.jpg,1789846483295832064,2.263,14.462,4.648,-55.9,flat,flat,1.53,-0.19,-0.3,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,22,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000022.jpg,1789846483496201472,2.464,14.463,4.648,-55.9,flat,flat,1.53,-0.19,-0.3,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,23,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000023.jpg,1789846483629862656,2.597,14.462,4.648,-55.9,flat,flat,1.53,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,24,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000024.jpg,1789846483830476032,2.798,14.463,4.648,-55.9,flat,flat,1.53,-0.19,-0.3,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,25,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000025.jpg,1789846483964299520,2.932,14.463,4.648,-55.9,flat,flat,1.53,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,26,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000026.jpg,1789846484064710144,3.032,14.462,4.648,-55.9,flat,flat,1.53,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,27,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000027.jpg,1789846484198647808,3.166,14.462,4.648,-55.9,flat,flat,1.52,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,28,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000028.jpg,1789846484265554176,3.233,14.462,4.648,-55.9,flat,flat,1.52,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,29,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000029.jpg,1789846484433462016,3.401,14.463,4.648,-55.9,flat,flat,1.52,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,30,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000030.jpg,1789846484567922944,3.535,14.462,4.648,-55.9,flat,flat,1.52,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,31,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000031.jpg,1789846484702503936,3.67,14.462,4.648,-55.9,flat,flat,1.52,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,32,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000032.jpg,1789846484837204480,3.805,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.3,-1.5,-0.0,0.0,False,standing,True,False
20260920_033440,33,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000033.jpg,1789846484938308864,3.906,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.3,-1.5,-0.0,0.0,False,standing,True,False
20260920_033440,34,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000034.jpg,1789846485039480576,4.007,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.3,-1.5,-0.0,0.0,False,standing,True,False
20260920_033440,35,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000035.jpg,1789846485140719360,4.108,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.4,-1.5,-0.0,0.0,False,standing,True,False
20260920_033440,36,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000036.jpg,1789846485242026240,4.21,14.462,4.648,-55.9,flat,flat,1.51,-0.2,-0.4,-1.5,-0.0,0.0,False,standing,True,False
20260920_033440,37,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000037.jpg,1789846485409992192,4.378,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.4,-1.5,-0.0,0.0,False,standing,True,False
20260920_033440,38,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000038.jpg,1789846485611102464,4.579,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.4,-1.5,-0.0,0.0,False,standing,True,False
20260920_033440,39,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000039.jpg,1789846485845916672,4.813,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.4,-1.5,-0.0,0.0,False,standing,True,False
20260920_033440,40,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000040.jpg,1789846485980185600,4.948,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.4,-1.5,-0.0,0.0,False,standing,True,False
20260920_033440,41,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000041.jpg,1789846486080930048,5.048,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.4,-1.5,-0.0,0.0,False,standing,True,False
20260920_033440,42,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000042.jpg,1789846486181711104,5.149,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.4,-1.5,-0.0,0.0,False,standing,True,False
20260920_033440,43,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000043.jpg,1789846486248919040,5.216,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.4,-1.5,-0.0,0.0,False,standing,True,False
20260920_033440,44,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000044.jpg,1789846486316041728,5.284,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.4,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,45,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000045.jpg,1789846486382749440,5.35,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.4,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,46,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000046.jpg,1789846486482810624,5.45,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,47,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000047.jpg,1789846486516164352,5.484,14.463,4.648,-55.9,flat,flat,1.52,-0.2,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,48,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000048.jpg,1789846486582871040,5.55,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,49,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000049.jpg,1789846486649577984,5.617,14.463,4.648,-55.9,flat,flat,1.52,-0.2,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,50,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000050.jpg,1789846486749637632,5.717,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,51,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000051.jpg,1789846486849696768,5.817,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,52,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000052.jpg,1789846487016461056,5.984,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,53,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000053.jpg,1789846487083165952,6.051,14.462,4.648,-55.9,flat,flat,1.52,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,54,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000054.jpg,1789846487149871104,6.117,14.462,4.648,-55.9,flat,flat,1.52,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,55,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000055.jpg,1789846487216575744,6.184,14.462,4.648,-55.9,flat,flat,1.52,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,56,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000056.jpg,1789846487283277056,6.251,14.462,4.648,-55.9,flat,flat,1.52,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,57,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000057.jpg,1789846487349990656,6.318,14.462,4.648,-55.9,flat,flat,1.52,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,58,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000058.jpg,1789846487416704000,6.384,14.462,4.648,-55.9,flat,flat,1.52,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,59,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000059.jpg,1789846487483417600,6.451,14.462,4.648,-55.9,flat,flat,1.52,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,60,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000060.jpg,1789846487550130688,6.518,14.462,4.648,-55.9,flat,flat,1.52,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,61,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000061.jpg,1789846487616843776,6.584,14.463,4.648,-55.9,flat,flat,1.52,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,62,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000062.jpg,1789846487683556864,6.651,14.462,4.648,-55.9,flat,flat,1.52,-0.19,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,63,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000063.jpg,1789846487750269952,6.718,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,64,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000064.jpg,1789846487816983040,6.785,14.462,4.648,-55.9,flat,flat,1.52,-0.2,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,65,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000065.jpg,1789846487883696128,6.851,14.462,4.648,-55.9,flat,flat,1.53,-0.2,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,66,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000066.jpg,1789846487950408960,6.918,14.462,4.648,-55.9,flat,flat,1.53,-0.2,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,67,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000067.jpg,1789846488017121792,6.985,14.463,4.648,-55.9,flat,flat,1.53,-0.2,-0.3,-1.51,-0.0,0.0,False,standing,True,False
20260920_033440,68,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000068.jpg,1789846488083834368,7.051,14.463,4.648,-55.9,flat,flat,1.53,-0.2,-0.3,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,69,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000069.jpg,1789846488150547200,7.118,14.463,4.648,-55.9,flat,flat,1.53,-0.2,-0.4,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,70,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000070.jpg,1789846488217259776,7.185,14.463,4.648,-55.9,flat,flat,1.53,-0.2,-0.4,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,71,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000071.jpg,1789846488283971584,7.252,14.463,4.648,-55.9,flat,flat,1.53,-0.2,-0.4,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,72,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000072.jpg,1789846488350685952,7.318,14.463,4.648,-55.9,flat,flat,1.53,-0.2,-0.4,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,73,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000073.jpg,1789846488417400064,7.385,14.463,4.648,-55.9,flat,flat,1.53,-0.2,-0.4,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,74,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000074.jpg,1789846488484114432,7.452,14.463,4.648,-55.9,flat,flat,1.54,-0.21,-0.4,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,75,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000075.jpg,1789846488550828544,7.518,14.463,4.648,-55.9,flat,flat,1.54,-0.21,-0.4,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,76,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000076.jpg,1789846488617542656,7.585,14.463,4.648,-55.9,flat,flat,1.54,-0.21,-0.4,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,77,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000077.jpg,1789846488684256768,7.652,14.463,4.648,-55.9,flat,flat,1.54,-0.21,-0.4,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,78,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000078.jpg,1789846488750970880,7.719,14.463,4.648,-55.9,flat,flat,1.54,-0.21,-0.4,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,79,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000079.jpg,1789846488784327936,7.752,14.463,4.648,-55.9,flat,flat,1.54,-0.21,-0.4,-1.52,-0.0,0.0,False,standing,True,False
20260920_033440,80,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000080.jpg,1789846488884398848,7.852,14.463,4.648,-55.9,flat,flat,1.54,-0.21,-0.4,-1.53,-0.0,0.0,False,standing,True,False
20260920_033440,81,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000081.jpg,1789846488951112704,7.919,14.463,4.648,-55.9,flat,flat,1.54,-0.21,-0.4,-1.53,-0.0,0.0,False,standing,True,False
20260920_033440,82,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000082.jpg,1789846489017826560,7.985,14.463,4.648,-55.9,flat,flat,1.54,-0.22,-0.4,-1.53,-0.0,0.0,False,standing,True,False
20260920_033440,83,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000083.jpg,1789846489117897472,8.085,14.463,4.648,-55.9,flat,flat,1.54,-0.22,-0.4,-1.53,-0.0,0.0,False,standing,True,False
20260920_033440,84,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000084.jpg,1789846489184611328,8.152,14.463,4.648,-55.9,flat,flat,1.54,-0.22,-0.4,-1.53,-0.0,0.0,False,standing,True,False
20260920_033440,85,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000085.jpg,1789846489217968384,8.186,14.463,4.648,-55.9,flat,flat,1.54,-0.22,-0.4,-1.53,-0.0,0.0,False,standing,True,False
20260920_033440,86,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000086.jpg,1789846489284681984,8.252,14.463,4.648,-55.9,flat,flat,1.54,-0.22,-0.4,-1.53,-0.0,0.0,False,standing,True,False
20260920_033440,87,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000087.jpg,1789846489351396352,8.319,14.463,4.648,-55.9,flat,flat,1.55,-0.22,-0.4,-1.53,-0.0,0.0,False,standing,True,False
20260920_033440,88,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000088.jpg,1789846489418110720,8.386,14.463,4.648,-55.9,flat,flat,1.55,-0.22,-0.4,-1.53,-0.0,0.0,False,standing,True,False
20260920_033440,89,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000089.jpg,1789846489484824832,8.452,14.463,4.648,-55.9,flat,flat,1.55,-0.22,-0.4,-1.53,-0.0,0.0,False,standing,True,False
20260920_033440,90,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000090.jpg,1789846489584896256,8.552,14.463,4.648,-55.9,flat,flat,1.55,-0.22,-0.4,-1.53,-0.0,0.0,False,standing,True,False
20260920_033440,91,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000091.jpg,1789846489618253312,8.586,14.463,4.648,-55.9,flat,flat,1.55,-0.22,-0.4,-1.53,-0.0,0.0,False,standing,True,False
20260920_033440,92,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000092.jpg,1789846489684967680,8.653,14.463,4.648,-55.9,flat,flat,1.55,-0.23,-0.4,-1.53,-0.0,0.0,False,standing,True,False
20260920_033440,93,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000093.jpg,1789846489751681792,8.719,14.463,4.648,-55.9,flat,flat,1.55,-0.23,-0.4,-1.53,-0.0,0.0,False,standing,True,False
20260920_033440,94,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000094.jpg,1789846489818395904,8.786,14.463,4.648,-55.9,flat,flat,1.55,-0.23,-0.4,-1.53,-0.0,0.0,False,standing,True,False
20260920_033440,95,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000095.jpg,1789846489885110016,8.853,14.463,4.648,-55.9,flat,flat,1.55,-0.23,-0.4,-1.53,-0.0,0.0,False,standing,True,False
20260920_033440,96,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000096.jpg,1789846489985181440,8.953,14.463,4.648,-55.9,flat,flat,1.55,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,97,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000097.jpg,1789846490051895552,9.019,14.463,4.648,-55.9,flat,flat,1.55,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,98,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000098.jpg,1789846490118609664,9.086,14.463,4.648,-55.9,flat,flat,1.55,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,99,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000099.jpg,1789846490185323520,9.153,14.463,4.648,-55.9,flat,flat,1.55,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,100,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000100.jpg,1789846490252037632,9.22,14.463,4.648,-55.9,flat,flat,1.55,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,101,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000101.jpg,1789846490318751488,9.286,14.463,4.648,-55.9,flat,flat,1.56,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,102,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000102.jpg,1789846490385465856,9.353,14.463,4.648,-55.9,flat,flat,1.56,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,103,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000103.jpg,1789846490418822656,9.386,14.463,4.648,-55.9,flat,flat,1.56,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,104,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000104.jpg,1789846490485536768,9.453,14.463,4.648,-55.9,flat,flat,1.56,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,105,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000105.jpg,1789846490552250880,9.52,14.463,4.648,-55.9,flat,flat,1.56,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,106,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000106.jpg,1789846490618964992,9.587,14.463,4.648,-55.9,flat,flat,1.56,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,107,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000107.jpg,1789846490685679104,9.653,14.463,4.648,-55.9,flat,flat,1.56,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,108,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000108.jpg,1789846490785750272,9.753,14.463,4.648,-55.9,flat,flat,1.56,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,109,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000109.jpg,1789846490852464384,9.82,14.463,4.648,-55.9,flat,flat,1.56,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,110,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000110.jpg,1789846490919178240,9.887,14.463,4.648,-55.9,flat,flat,1.56,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,111,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000111.jpg,1789846490985892096,9.953,14.463,4.648,-55.9,flat,flat,1.56,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,112,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000112.jpg,1789846491052606208,10.02,14.463,4.648,-55.9,flat,flat,1.56,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,113,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000113.jpg,1789846491119320064,10.087,14.463,4.648,-55.9,flat,flat,1.55,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,114,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000114.jpg,1789846491186033920,10.154,14.463,4.648,-55.9,flat,flat,1.55,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,115,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000115.jpg,1789846491252747776,10.22,14.463,4.648,-55.9,flat,flat,1.55,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,116,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000116.jpg,1789846491319461632,10.287,14.463,4.648,-55.9,flat,flat,1.55,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,117,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000117.jpg,1789846491386175744,10.354,14.463,4.648,-55.9,flat,flat,1.55,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
20260920_033440,118,/home/yuanhong/Desktop/unmapped_data/20260920_033440/color/color_000118.jpg,1789846491452889856,10.42,14.463,4.648,-55.9,flat,flat,1.55,-0.23,-0.4,-1.54,-0.0,0.0,False,standing,True,False
